"","X","YEAR","QUARTER","MONTH","DAY_OF_MONTH","DAY_OF_WEEK","FL_DATE","UNIQUE_CARRIER","AIRLINE_ID","FL_NUM","ORIGIN_AIRPORT_ID","ORIGIN_AIRPORT_SEQ_ID","ORIGIN_CITY_MARKET_ID","ORIGIN","ORIGIN_STATE_ABR","ORIGIN_WAC","DEST_AIRPORT_ID","DEST_AIRPORT_SEQ_ID","DEST_CITY_MARKET_ID","DEST","DEST_STATE_ABR","DEST_WAC","CRS_DEP_TIME","CRS_ARR_TIME","CRS_ELAPSED_TIME","DISTANCE","DISTANCE_GROUP","DEP_AM_PM","ARR_AM_PM"
"459",459,2016,3,7,22,5,"2016-07-22","EV",20366,4422,14122,1412202,30198,"PIT","PA",23,11618,1161802,31703,"EWR","NJ",21,905,1030,85,319,2,1,1
"460",460,2016,3,7,23,6,"2016-07-23","WN",19393,5481,14122,1412202,30198,"PIT","PA",23,12889,1288903,32211,"LAS","NV",85,1655,1830,275,1910,8,0,0
"461",461,2016,3,7,23,6,"2016-07-23","F9",20436,1709,14122,1412202,30198,"PIT","PA",23,13204,1320402,31454,"MCO","FL",33,1655,1904,129,834,4,0,0
"462",462,2016,3,7,24,7,"2016-07-24","WN",19393,1026,14122,1412202,30198,"PIT","PA",23,10397,1039705,30397,"ATL","GA",34,1720,1900,100,526,3,0,0
"463",463,2016,3,7,24,7,"2016-07-24","F9",20436,1093,14122,1412202,30198,"PIT","PA",23,12889,1288903,32211,"LAS","NV",85,2045,2215,270,1910,8,0,0
"464",464,2016,3,7,25,1,"2016-07-25","UA",19977,220,14122,1412202,30198,"PIT","PA",23,13930,1393004,30977,"ORD","IL",41,1730,1812,102,413,2,0,0
"465",465,2016,3,7,25,1,"2016-07-25","WN",19393,1787,14122,1412202,30198,"PIT","PA",23,12889,1288903,32211,"LAS","NV",85,1735,1910,275,1910,8,0,0
"466",466,2016,3,7,25,1,"2016-07-25","AA",19805,580,14122,1412202,30198,"PIT","PA",23,14107,1410702,30466,"PHX","AZ",81,1740,1903,263,1814,8,0,0
"467",467,2016,3,7,26,2,"2016-07-26","DL",19790,1295,14122,1412202,30198,"PIT","PA",23,10397,1039705,30397,"ATL","GA",34,1124,1313,109,526,3,1,0
"468",468,2016,3,7,26,2,"2016-07-26","WN",19393,3394,14122,1412202,30198,"PIT","PA",23,13204,1320402,31454,"MCO","FL",33,1140,1350,130,834,4,1,0
"469",469,2016,3,7,26,2,"2016-07-26","EV",20366,5105,14122,1412202,30198,"PIT","PA",23,12953,1295302,31703,"LGA","NY",22,1330,1505,95,335,2,0,0
"470",470,2016,3,7,27,3,"2016-07-27","WN",19393,3378,14122,1412202,30198,"PIT","PA",23,15304,1530402,33195,"TPA","FL",33,700,920,140,873,4,1,1
"471",471,2016,3,7,27,3,"2016-07-27","UA",19977,1164,14122,1412202,30198,"PIT","PA",23,13930,1393004,30977,"ORD","IL",41,722,757,95,413,2,1,1
"472",472,2016,3,7,28,4,"2016-07-28","DL",19790,2494,14122,1412202,30198,"PIT","PA",23,11433,1143302,31295,"DTW","MI",43,632,742,70,201,1,1,1
"473",473,2016,3,7,28,4,"2016-07-28","AA",19805,727,14122,1412202,30198,"PIT","PA",23,12892,1289204,32575,"LAX","CA",91,640,846,306,2136,9,1,1
"474",474,2016,3,7,28,4,"2016-07-28","B6",20409,2007,14122,1412202,30198,"PIT","PA",23,11697,1169704,32467,"FLL","FL",33,700,943,163,994,4,1,1
"475",475,2016,3,7,28,4,"2016-07-28","WN",19393,3378,14122,1412202,30198,"PIT","PA",23,15304,1530402,33195,"TPA","FL",33,700,920,140,873,4,1,1
"476",476,2016,3,7,28,4,"2016-07-28","UA",19977,1164,14122,1412202,30198,"PIT","PA",23,13930,1393004,30977,"ORD","IL",41,722,757,95,413,2,1,1
"477",477,2016,3,7,29,5,"2016-07-29","DL",19790,1599,14122,1412202,30198,"PIT","PA",23,10397,1039705,30397,"ATL","GA",34,1330,1521,111,526,3,0,0
"478",478,2016,3,7,29,5,"2016-07-29","EV",20366,5105,14122,1412202,30198,"PIT","PA",23,12953,1295302,31703,"LGA","NY",22,1330,1505,95,335,2,0,0
"479",479,2016,3,7,29,5,"2016-07-29","UA",19977,446,14122,1412202,30198,"PIT","PA",23,13930,1393004,30977,"ORD","IL",41,1400,1434,94,413,2,0,0
"480",480,2016,3,7,29,5,"2016-07-29","WN",19393,2098,14122,1412202,30198,"PIT","PA",23,13232,1323202,30977,"MDW","IL",41,1445,1510,85,402,2,0,0
"481",481,2016,3,7,29,5,"2016-07-29","AA",19805,1426,14122,1412202,30198,"PIT","PA",23,11298,1129804,30194,"DFW","TX",74,1515,1710,175,1067,5,0,0
"482",482,2016,3,7,30,6,"2016-07-30","WN",19393,6191,14122,1412202,30198,"PIT","PA",23,15304,1530402,33195,"TPA","FL",33,545,800,135,873,4,1,1
"483",483,2016,3,7,30,6,"2016-07-30","DL",19790,2290,14122,1412202,30198,"PIT","PA",23,10397,1039705,30397,"ATL","GA",34,600,742,102,526,3,1,1
"484",484,2016,3,7,30,6,"2016-07-30","AA",19805,1982,14122,1412202,30198,"PIT","PA",23,11057,1105703,31057,"CLT","NC",36,700,828,88,366,2,1,1
"485",485,2016,3,7,31,7,"2016-07-31","WN",19393,435,14122,1412202,30198,"PIT","PA",23,13232,1323202,30977,"MDW","IL",41,1615,1640,85,402,2,0,0
"486",486,2016,3,7,31,7,"2016-07-31","UA",19977,709,14122,1412202,30198,"PIT","PA",23,11292,1129202,30325,"DEN","CO",82,1620,1747,207,1290,6,0,0
"487",487,2016,3,7,31,7,"2016-07-31","DL",19790,1560,14122,1412202,30198,"PIT","PA",23,10397,1039705,30397,"ATL","GA",34,1628,1819,111,526,3,0,0
"488",488,2016,3,8,1,1,"2016-08-01","WN",19393,1448,14122,1412202,30198,"PIT","PA",23,11697,1169704,32467,"FLL","FL",33,745,1020,155,994,4,1,1
"489",489,2016,3,8,1,1,"2016-08-01","AA",19805,2186,14122,1412202,30198,"PIT","PA",23,11298,1129804,30194,"DFW","TX",74,800,955,175,1067,5,1,1
"490",490,2016,3,8,1,1,"2016-08-01","DL",19790,975,14122,1412202,30198,"PIT","PA",23,10397,1039705,30397,"ATL","GA",34,935,1120,105,526,3,1,1
"491",491,2016,3,8,2,2,"2016-08-02","DL",19790,1939,14122,1412202,30198,"PIT","PA",23,10397,1039705,30397,"ATL","GA",34,1517,1705,108,526,3,0,0
"492",492,2016,3,8,2,2,"2016-08-02","AA",19805,2067,14122,1412202,30198,"PIT","PA",23,11057,1105703,31057,"CLT","NC",36,1526,1659,93,366,2,0,0
"493",493,2016,3,8,2,2,"2016-08-02","WN",19393,435,14122,1412202,30198,"PIT","PA",23,13232,1323202,30977,"MDW","IL",41,1615,1640,85,402,2,0,0
"494",494,2016,3,8,3,3,"2016-08-03","WN",19393,2098,14122,1412202,30198,"PIT","PA",23,13232,1323202,30977,"MDW","IL",41,1445,1510,85,402,2,0,0
"495",495,2016,3,8,3,3,"2016-08-03","AA",19805,1426,14122,1412202,30198,"PIT","PA",23,11298,1129804,30194,"DFW","TX",74,1513,1710,177,1067,5,0,0
"496",496,2016,3,8,4,4,"2016-08-04","WN",19393,1371,14122,1412202,30198,"PIT","PA",23,13204,1320402,31454,"MCO","FL",33,945,1155,130,834,4,1,1
"497",497,2016,3,8,5,5,"2016-08-05","AA",19805,1426,14122,1412202,30198,"PIT","PA",23,11298,1129804,30194,"DFW","TX",74,1513,1710,177,1067,5,0,0
"498",498,2016,3,8,5,5,"2016-08-05","DL",19790,1939,14122,1412202,30198,"PIT","PA",23,10397,1039705,30397,"ATL","GA",34,1517,1705,108,526,3,0,0
"499",499,2016,3,8,5,5,"2016-08-05","WN",19393,435,14122,1412202,30198,"PIT","PA",23,13232,1323202,30977,"MDW","IL",41,1615,1640,85,402,2,0,0
"500",500,2016,3,8,6,6,"2016-08-06","DL",19790,1939,14122,1412202,30198,"PIT","PA",23,10397,1039705,30397,"ATL","GA",34,1517,1704,107,526,3,0,0
"501",501,2016,3,8,6,6,"2016-08-06","WN",19393,6235,14122,1412202,30198,"PIT","PA",23,13232,1323202,30977,"MDW","IL",41,1535,1600,85,402,2,0,0
"502",502,2016,3,8,6,6,"2016-08-06","UA",19977,709,14122,1412202,30198,"PIT","PA",23,11292,1129202,30325,"DEN","CO",82,1620,1746,206,1290,6,0,0
"503",503,2016,3,8,7,7,"2016-08-07","WN",19393,1649,14122,1412202,30198,"PIT","PA",23,14107,1410702,30466,"PHX","AZ",81,1410,1530,260,1814,8,0,0
"504",504,2016,3,8,7,7,"2016-08-07","AA",19805,1426,14122,1412202,30198,"PIT","PA",23,11298,1129804,30194,"DFW","TX",74,1513,1710,177,1067,5,0,0
"505",505,2016,3,8,7,7,"2016-08-07","DL",19790,1939,14122,1412202,30198,"PIT","PA",23,10397,1039705,30397,"ATL","GA",34,1517,1705,108,526,3,0,0
"506",506,2016,3,8,7,7,"2016-08-07","B6",20409,1686,14122,1412202,30198,"PIT","PA",23,10721,1072102,30721,"BOS","MA",13,1705,1841,96,496,2,0,0
"507",507,2016,3,8,8,1,"2016-08-08","AA",19805,2186,14122,1412202,30198,"PIT","PA",23,11298,1129804,30194,"DFW","TX",74,800,955,175,1067,5,1,1
"508",508,2016,3,8,8,1,"2016-08-08","WN",19393,1242,14122,1412202,30198,"PIT","PA",23,11259,1125903,30194,"DAL","TX",74,800,950,170,1060,5,1,1
"509",509,2016,3,8,8,1,"2016-08-08","B6",20409,1286,14122,1412202,30198,"PIT","PA",23,10721,1072102,30721,"BOS","MA",13,844,1014,90,496,2,1,1
"510",510,2016,3,8,8,1,"2016-08-08","DL",19790,975,14122,1412202,30198,"PIT","PA",23,10397,1039705,30397,"ATL","GA",34,935,1120,105,526,3,1,1
"511",511,2016,3,8,9,2,"2016-08-09","WN",19393,312,14122,1412202,30198,"PIT","PA",23,10397,1039705,30397,"ATL","GA",34,735,915,100,526,3,1,1
"512",512,2016,3,8,9,2,"2016-08-09","OO",20304,5935,14122,1412202,30198,"PIT","PA",23,13930,1393004,30977,"ORD","IL",41,1035,1112,97,413,2,1,1
"513",513,2016,3,8,10,3,"2016-08-10","AA",19805,580,14122,1412202,30198,"PIT","PA",23,14107,1410702,30466,"PHX","AZ",81,1740,1903,263,1814,8,0,0
"514",514,2016,3,8,10,3,"2016-08-10","WN",19393,2067,14122,1412202,30198,"PIT","PA",23,10821,1082104,30852,"BWI","MD",35,1745,1850,65,210,1,0,0
"515",515,2016,3,8,11,4,"2016-08-11","WN",19393,1588,14122,1412202,30198,"PIT","PA",23,15304,1530402,33195,"TPA","FL",33,1520,1740,140,873,4,0,0
"516",516,2016,3,8,12,5,"2016-08-12","AA",19805,580,14122,1412202,30198,"PIT","PA",23,14107,1410702,30466,"PHX","AZ",81,1740,1903,263,1814,8,0,0
"517",517,2016,3,8,12,5,"2016-08-12","WN",19393,2067,14122,1412202,30198,"PIT","PA",23,10821,1082104,30852,"BWI","MD",35,1745,1850,65,210,1,0,0
"518",518,2016,3,8,13,6,"2016-08-13","AA",19805,2024,14122,1412202,30198,"PIT","PA",23,14100,1410002,34100,"PHL","PA",23,915,1027,72,268,2,1,1
"519",519,2016,3,8,13,6,"2016-08-13","WN",19393,2553,14122,1412202,30198,"PIT","PA",23,13204,1320402,31454,"MCO","FL",33,935,1150,135,834,4,1,1
"520",520,2016,3,8,14,7,"2016-08-14","AA",19805,1923,14122,1412202,30198,"PIT","PA",23,11057,1105703,31057,"CLT","NC",36,835,1009,94,366,2,1,1
"521",521,2016,3,8,14,7,"2016-08-14","WN",19393,5495,14122,1412202,30198,"PIT","PA",23,11292,1129202,30325,"DEN","CO",82,930,1055,205,1290,6,1,1
"522",522,2016,3,8,15,1,"2016-08-15","AA",19805,588,14122,1412202,30198,"PIT","PA",23,14107,1410702,30466,"PHX","AZ",81,729,900,271,1814,8,1,1
"523",523,2016,3,8,15,1,"2016-08-15","WN",19393,312,14122,1412202,30198,"PIT","PA",23,10397,1039705,30397,"ATL","GA",34,735,915,100,526,3,1,1
"524",524,2016,3,8,15,1,"2016-08-15","DL",19790,975,14122,1412202,30198,"PIT","PA",23,10397,1039705,30397,"ATL","GA",34,935,1120,105,526,3,1,1
"525",525,2016,3,8,16,2,"2016-08-16","WN",19393,416,14122,1412202,30198,"PIT","PA",23,10821,1082104,30852,"BWI","MD",35,1330,1435,65,210,1,0,0
"526",526,2016,3,8,16,2,"2016-08-16","AA",19805,1426,14122,1412202,30198,"PIT","PA",23,11298,1129804,30194,"DFW","TX",74,1513,1710,177,1067,5,0,0
"527",527,2016,3,8,17,3,"2016-08-17","WN",19393,984,14122,1412202,30198,"PIT","PA",23,12191,1219102,31453,"HOU","TX",74,1125,1330,185,1131,5,1,0
"528",528,2016,3,8,17,3,"2016-08-17","AA",19805,1252,14122,1412202,30198,"PIT","PA",23,11298,1129804,30194,"DFW","TX",74,1137,1333,176,1067,5,1,0
"529",529,2016,3,8,18,4,"2016-08-18","WN",19393,416,14122,1412202,30198,"PIT","PA",23,10821,1082104,30852,"BWI","MD",35,1330,1435,65,210,1,0,0
"530",530,2016,3,8,18,4,"2016-08-18","DL",19790,1599,14122,1412202,30198,"PIT","PA",23,10397,1039705,30397,"ATL","GA",34,1330,1521,111,526,3,0,0
"531",531,2016,3,8,18,4,"2016-08-18","AA",19805,1426,14122,1412202,30198,"PIT","PA",23,11298,1129804,30194,"DFW","TX",74,1513,1710,177,1067,5,0,0
"532",532,2016,3,8,19,5,"2016-08-19","AA",19805,1933,14122,1412202,30198,"PIT","PA",23,14100,1410002,34100,"PHL","PA",23,710,836,86,268,2,1,1
"533",533,2016,3,8,19,5,"2016-08-19","WN",19393,312,14122,1412202,30198,"PIT","PA",23,10397,1039705,30397,"ATL","GA",34,735,915,100,526,3,1,1
"534",534,2016,3,8,19,5,"2016-08-19","DL",19790,975,14122,1412202,30198,"PIT","PA",23,10397,1039705,30397,"ATL","GA",34,935,1120,105,526,3,1,1
"535",535,2016,3,8,20,6,"2016-08-20","WN",19393,1953,14122,1412202,30198,"PIT","PA",23,14107,1410702,30466,"PHX","AZ",81,1630,1750,260,1814,8,0,0
"536",536,2016,3,8,20,6,"2016-08-20","AA",19805,580,14122,1412202,30198,"PIT","PA",23,14107,1410702,30466,"PHX","AZ",81,1740,1903,263,1814,8,0,0
"537",537,2016,3,8,20,6,"2016-08-20","DL",19790,1462,14122,1412202,30198,"PIT","PA",23,10397,1039705,30397,"ATL","GA",34,1749,1939,110,526,3,0,0
"538",538,2016,3,8,21,7,"2016-08-21","WN",19393,3401,14122,1412202,30198,"PIT","PA",23,13232,1323202,30977,"MDW","IL",41,1605,1630,85,402,2,0,0
"539",539,2016,3,8,21,7,"2016-08-21","DL",19790,1560,14122,1412202,30198,"PIT","PA",23,10397,1039705,30397,"ATL","GA",34,1628,1819,111,526,3,0,0
"540",540,2016,3,8,21,7,"2016-08-21","AA",19805,580,14122,1412202,30198,"PIT","PA",23,14107,1410702,30466,"PHX","AZ",81,1740,1903,263,1814,8,0,0
"541",541,2016,3,8,22,1,"2016-08-22","WN",19393,2215,14122,1412202,30198,"PIT","PA",23,11292,1129202,30325,"DEN","CO",82,930,1055,205,1290,6,1,1
"542",542,2016,3,8,22,1,"2016-08-22","AA",19805,2078,14122,1412202,30198,"PIT","PA",23,11057,1105703,31057,"CLT","NC",36,1035,1204,89,366,2,1,0
"543",543,2016,3,8,23,2,"2016-08-23","WN",19393,2215,14122,1412202,30198,"PIT","PA",23,11292,1129202,30325,"DEN","CO",82,930,1055,205,1290,6,1,1
"544",544,2016,3,8,24,3,"2016-08-24","DL",19790,548,14122,1412202,30198,"PIT","PA",23,10397,1039705,30397,"ATL","GA",34,2010,2155,105,526,3,0,0
"545",545,2016,3,8,25,4,"2016-08-25","WN",19393,1311,14122,1412202,30198,"PIT","PA",23,12892,1289204,32575,"LAX","CA",91,1910,2110,300,2136,9,0,0
"546",546,2016,3,8,26,5,"2016-08-26","WN",19393,657,14122,1412202,30198,"PIT","PA",23,13204,1320402,31454,"MCO","FL",33,1710,1925,135,834,4,0,0
"547",547,2016,3,8,26,5,"2016-08-26","UA",19977,220,14122,1412202,30198,"PIT","PA",23,13930,1393004,30977,"ORD","IL",41,1735,1816,101,413,2,0,0
"548",548,2016,3,8,26,5,"2016-08-26","AA",19805,528,14122,1412202,30198,"PIT","PA",23,14107,1410702,30466,"PHX","AZ",81,1740,1908,268,1814,8,0,0
"549",549,2016,3,8,27,6,"2016-08-27","WN",19393,2557,14122,1412202,30198,"PIT","PA",23,13204,1320402,31454,"MCO","FL",33,805,1030,145,834,4,1,1
"550",550,2016,3,8,27,6,"2016-08-27","AA",19805,1909,14122,1412202,30198,"PIT","PA",23,11057,1105703,31057,"CLT","NC",36,849,1022,93,366,2,1,1
"551",551,2016,3,8,28,7,"2016-08-28","WN",19393,1087,14122,1412202,30198,"PIT","PA",23,10397,1039705,30397,"ATL","GA",34,1700,1840,100,526,3,0,0
"552",552,2016,3,8,28,7,"2016-08-28","AA",19805,528,14122,1412202,30198,"PIT","PA",23,14107,1410702,30466,"PHX","AZ",81,1740,1908,268,1814,8,0,0
"553",553,2016,3,8,28,7,"2016-08-28","UA",19977,220,14122,1412202,30198,"PIT","PA",23,13930,1393004,30977,"ORD","IL",41,1757,1834,97,413,2,0,0
"554",554,2016,3,8,29,1,"2016-08-29","WN",19393,2968,14122,1412202,30198,"PIT","PA",23,13204,1320402,31454,"MCO","FL",33,645,900,135,834,4,1,1
"555",555,2016,3,8,29,1,"2016-08-29","B6",20409,2007,14122,1412202,30198,"PIT","PA",23,11697,1169704,32467,"FLL","FL",33,700,943,163,994,4,1,1
"556",556,2016,3,8,29,1,"2016-08-29","F9",20436,275,14122,1412202,30198,"PIT","PA",23,11292,1129202,30325,"DEN","CO",82,835,1001,206,1290,6,1,1
"557",557,2016,3,8,30,2,"2016-08-30","WN",19393,2067,14122,1412202,30198,"PIT","PA",23,10821,1082104,30852,"BWI","MD",35,1745,1850,65,210,1,0,0
"558",558,2016,3,8,31,3,"2016-08-31","WN",19393,984,14122,1412202,30198,"PIT","PA",23,12191,1219102,31453,"HOU","TX",74,1125,1330,185,1131,5,1,0
"559",559,2016,3,9,1,4,"2016-09-01","WN",19393,2067,14122,1412202,30198,"PIT","PA",23,10821,1082104,30852,"BWI","MD",35,1745,1850,65,210,1,0,0
"560",560,2016,3,9,1,4,"2016-09-01","F9",20436,1093,14122,1412202,30198,"PIT","PA",23,12889,1288903,32211,"LAS","NV",85,2035,2207,272,1910,8,0,0
"561",561,2016,3,9,2,5,"2016-09-02","WN",19393,2262,14122,1412202,30198,"PIT","PA",23,13232,1323202,30977,"MDW","IL",41,810,835,85,402,2,1,1
"562",562,2016,3,9,2,5,"2016-09-02","AA",19805,1752,14122,1412202,30198,"PIT","PA",23,11057,1105703,31057,"CLT","NC",36,849,1022,93,366,2,1,1
"563",563,2016,3,9,2,5,"2016-09-02","DL",19790,975,14122,1412202,30198,"PIT","PA",23,10397,1039705,30397,"ATL","GA",34,941,1127,106,526,3,1,1
"564",564,2016,3,9,3,6,"2016-09-03","WN",19393,3260,14122,1412202,30198,"PIT","PA",23,15016,1501603,31123,"STL","MO",64,800,850,110,554,3,1,1
"565",565,2016,3,9,3,6,"2016-09-03","AA",19805,1909,14122,1412202,30198,"PIT","PA",23,11057,1105703,31057,"CLT","NC",36,849,1022,93,366,2,1,1
"566",566,2016,3,9,4,7,"2016-09-04","WN",19393,5193,14122,1412202,30198,"PIT","PA",23,10821,1082104,30852,"BWI","MD",35,1745,1850,65,210,1,0,0
"567",567,2016,3,9,4,7,"2016-09-04","UA",19977,220,14122,1412202,30198,"PIT","PA",23,13930,1393004,30977,"ORD","IL",41,1752,1830,98,413,2,0,0
"568",568,2016,3,9,5,1,"2016-09-05","AA",19805,531,14122,1412202,30198,"PIT","PA",23,14107,1410702,30466,"PHX","AZ",81,725,901,276,1814,8,1,1
"569",569,2016,3,9,5,1,"2016-09-05","WN",19393,389,14122,1412202,30198,"PIT","PA",23,10397,1039705,30397,"ATL","GA",34,740,925,105,526,3,1,1
"570",570,2016,3,9,5,1,"2016-09-05","F9",20436,275,14122,1412202,30198,"PIT","PA",23,11292,1129202,30325,"DEN","CO",82,835,1001,206,1290,6,1,1
"571",571,2016,3,9,6,2,"2016-09-06","WN",19393,2067,14122,1412202,30198,"PIT","PA",23,10821,1082104,30852,"BWI","MD",35,1745,1850,65,210,1,0,0
"572",572,2016,3,9,6,2,"2016-09-06","DL",19790,1462,14122,1412202,30198,"PIT","PA",23,10397,1039705,30397,"ATL","GA",34,1826,2019,113,526,3,0,0
"573",573,2016,3,9,6,2,"2016-09-06","AA",19805,2458,14122,1412202,30198,"PIT","PA",23,11298,1129804,30194,"DFW","TX",74,1855,2056,181,1067,5,0,0
"574",574,2016,3,9,7,3,"2016-09-07","WN",19393,1573,14122,1412202,30198,"PIT","PA",23,11697,1169704,32467,"FLL","FL",33,555,825,150,994,4,1,1
"575",575,2016,3,9,7,3,"2016-09-07","DL",19790,2290,14122,1412202,30198,"PIT","PA",23,10397,1039705,30397,"ATL","GA",34,600,749,109,526,3,1,1
"576",576,2016,3,9,8,4,"2016-09-08","WN",19393,1588,14122,1412202,30198,"PIT","PA",23,15304,1530402,33195,"TPA","FL",33,1520,1740,140,873,4,0,0
"577",577,2016,3,9,8,4,"2016-09-08","UA",19977,709,14122,1412202,30198,"PIT","PA",23,11292,1129202,30325,"DEN","CO",82,1635,1804,209,1290,6,0,0
"578",578,2016,3,9,9,5,"2016-09-09","AA",19805,2007,14122,1412202,30198,"PIT","PA",23,14100,1410002,34100,"PHL","PA",23,1953,2110,77,268,2,0,0
"579",579,2016,3,9,10,6,"2016-09-10","UA",19977,590,14122,1412202,30198,"PIT","PA",23,13930,1393004,30977,"ORD","IL",41,1045,1119,94,413,2,1,1
"580",580,2016,3,9,10,6,"2016-09-10","WN",19393,606,14122,1412202,30198,"PIT","PA",23,12889,1288903,32211,"LAS","NV",85,1115,1245,270,1910,8,1,0
"581",581,2016,3,9,10,6,"2016-09-10","AA",19805,1252,14122,1412202,30198,"PIT","PA",23,11298,1129804,30194,"DFW","TX",74,1135,1335,180,1067,5,1,0
"582",582,2016,3,9,11,7,"2016-09-11","WN",19393,1906,14122,1412202,30198,"PIT","PA",23,15016,1501603,31123,"STL","MO",64,1050,1135,105,554,3,1,1
"583",583,2016,3,9,11,7,"2016-09-11","DL",19790,1295,14122,1412202,30198,"PIT","PA",23,10397,1039705,30397,"ATL","GA",34,1120,1305,105,526,3,1,0
"584",584,2016,3,9,11,7,"2016-09-11","B6",20409,1486,14122,1412202,30198,"PIT","PA",23,10721,1072102,30721,"BOS","MA",13,1208,1339,91,496,2,0,0
"585",585,2016,3,9,12,1,"2016-09-12","EV",20366,5391,14122,1412202,30198,"PIT","PA",23,13487,1348702,31650,"MSP","MN",63,935,1043,128,726,3,1,1
"586",586,2016,3,9,12,1,"2016-09-12","DL",19790,975,14122,1412202,30198,"PIT","PA",23,10397,1039705,30397,"ATL","GA",34,941,1127,106,526,3,1,1
"587",587,2016,3,9,12,1,"2016-09-12","UA",19977,590,14122,1412202,30198,"PIT","PA",23,13930,1393004,30977,"ORD","IL",41,1045,1119,94,413,2,1,1
"588",588,2016,3,9,12,1,"2016-09-12","WN",19393,1906,14122,1412202,30198,"PIT","PA",23,15016,1501603,31123,"STL","MO",64,1050,1135,105,554,3,1,1
"589",589,2016,3,9,13,2,"2016-09-13","WN",19393,1311,14122,1412202,30198,"PIT","PA",23,12892,1289204,32575,"LAX","CA",91,1910,2110,300,2136,9,0,0
"590",590,2016,3,9,13,2,"2016-09-13","F9",20436,1093,14122,1412202,30198,"PIT","PA",23,12889,1288903,32211,"LAS","NV",85,2045,2220,275,1910,8,0,0
"591",591,2016,3,9,14,3,"2016-09-14","WN",19393,2968,14122,1412202,30198,"PIT","PA",23,13204,1320402,31454,"MCO","FL",33,645,900,135,834,4,1,1
"592",592,2016,3,9,15,4,"2016-09-15","WN",19393,1919,14122,1412202,30198,"PIT","PA",23,12889,1288903,32211,"LAS","NV",85,825,955,270,1910,8,1,1
"593",593,2016,3,9,15,4,"2016-09-15","F9",20436,275,14122,1412202,30198,"PIT","PA",23,11292,1129202,30325,"DEN","CO",82,840,1008,208,1290,6,1,1
"594",594,2016,3,9,15,4,"2016-09-15","AA",19805,858,14122,1412202,30198,"PIT","PA",23,11057,1105703,31057,"CLT","NC",36,847,1021,94,366,2,1,1
"595",595,2016,3,9,15,4,"2016-09-15","DL",19790,975,14122,1412202,30198,"PIT","PA",23,10397,1039705,30397,"ATL","GA",34,941,1127,106,526,3,1,1
"596",596,2016,3,9,16,5,"2016-09-16","WN",19393,312,14122,1412202,30198,"PIT","PA",23,10397,1039705,30397,"ATL","GA",34,735,915,100,526,3,1,1
"597",597,2016,3,9,16,5,"2016-09-16","UA",19977,773,14122,1412202,30198,"PIT","PA",23,11292,1129202,30325,"DEN","CO",82,742,910,208,1290,6,1,1
"598",598,2016,3,9,16,5,"2016-09-16","F9",20436,275,14122,1412202,30198,"PIT","PA",23,11292,1129202,30325,"DEN","CO",82,840,1008,208,1290,6,1,1
"599",599,2016,3,9,17,6,"2016-09-17","WN",19393,1953,14122,1412202,30198,"PIT","PA",23,14107,1410702,30466,"PHX","AZ",81,1630,1750,260,1814,8,0,0
"600",600,2016,3,9,18,7,"2016-09-18","AA",19805,1252,14122,1412202,30198,"PIT","PA",23,11298,1129804,30194,"DFW","TX",74,1135,1335,180,1067,5,1,0
"601",601,2016,3,9,18,7,"2016-09-18","WN",19393,2520,14122,1412202,30198,"PIT","PA",23,13232,1323202,30977,"MDW","IL",41,1140,1205,85,402,2,1,0
"602",602,2016,3,9,18,7,"2016-09-18","EV",20366,4035,14122,1412202,30198,"PIT","PA",23,12266,1226603,31453,"IAH","TX",74,1145,1355,190,1117,5,1,0
"603",603,2016,3,9,18,7,"2016-09-18","DL",19790,1599,14122,1412202,30198,"PIT","PA",23,10397,1039705,30397,"ATL","GA",34,1330,1524,114,526,3,0,0
"604",604,2016,3,9,18,7,"2016-09-18","UA",19977,446,14122,1412202,30198,"PIT","PA",23,13930,1393004,30977,"ORD","IL",41,1410,1444,94,413,2,0,0
"605",605,2016,3,9,19,1,"2016-09-19","WN",19393,2215,14122,1412202,30198,"PIT","PA",23,11292,1129202,30325,"DEN","CO",82,930,1055,205,1290,6,1,1
"606",606,2016,3,9,19,1,"2016-09-19","UA",19977,590,14122,1412202,30198,"PIT","PA",23,13930,1393004,30977,"ORD","IL",41,1045,1119,94,413,2,1,1
"607",607,2016,3,9,20,2,"2016-09-20","AA",19805,2007,14122,1412202,30198,"PIT","PA",23,14100,1410002,34100,"PHL","PA",23,1953,2110,77,268,2,0,0
"608",608,2016,3,9,20,2,"2016-09-20","B6",20409,1886,14122,1412202,30198,"PIT","PA",23,10721,1072102,30721,"BOS","MA",13,1953,2123,90,496,2,0,0
"609",609,2016,3,9,21,3,"2016-09-21","UA",19977,590,14122,1412202,30198,"PIT","PA",23,13930,1393004,30977,"ORD","IL",41,1045,1119,94,413,2,1,1
"610",610,2016,3,9,21,3,"2016-09-21","WN",19393,1906,14122,1412202,30198,"PIT","PA",23,15016,1501603,31123,"STL","MO",64,1050,1135,105,554,3,1,1
"611",611,2016,3,9,21,3,"2016-09-21","B6",20409,1486,14122,1412202,30198,"PIT","PA",23,10721,1072102,30721,"BOS","MA",13,1208,1339,91,496,2,0,0
"612",612,2016,3,9,22,4,"2016-09-22","UA",19977,220,14122,1412202,30198,"PIT","PA",23,13930,1393004,30977,"ORD","IL",41,1725,1807,102,413,2,0,0
