"","QUARTER","MONTH","DAY_OF_MONTH","DAY_OF_WEEK","FL_DATE","UNIQUE_CARRIER","AIRLINE_ID","FL_NUM","ORIGIN","ORIGIN_STATE_ABR","CRS_DEP_TIME","DEP_TIME","DEP_DELAY","DEP_DELAY_NEW","DEP_DEL15","DEP_DELAY_GROUP","DEP_TIME_BLK","TAXI_OUT","WHEELS_OFF","WHEELS_ON","TAXI_IN","CRS_ARR_TIME","ARR_TIME","ARR_DELAY_NEW","ARR_DEL15","ARR_DELAY_GROUP","ARR_TIME_BLK","CANCELLED","CANCELLATION_CODE","DIVERTED","CRS_ELAPSED_TIME","ACTUAL_ELAPSED_TIME","AIR_TIME","DISTANCE","DISTANCE_GROUP","DEP_AM_PM","ARR_AM_PM"
"42358",3,7,18,6,"2015-07-18","EV",20366,3840,"EWR","NJ",1105,1120,15,15,1,1,"1100-1159",31,1151,1244,6,1234,1250,16,1,1,"1200-1259",0,"",0,89,90,53,319,2,1,0
"42359",3,7,25,6,"2015-07-25","EV",20366,3840,"EWR","NJ",1058,1211,73,73,1,4,"1000-1059",17,1228,1321,4,1227,1325,58,1,3,"1200-1259",0,"",0,89,74,53,319,2,1,0
"42360",3,7,6,1,"2015-07-06","MQ",20398,3080,"ORD","IL",1520,NA,NA,NA,NA,NA,"1500-1559",NA,NA,NA,NA,1755,NA,NA,NA,NA,"1700-1759",1,"B",0,95,NA,NA,413,2,0,0
"42361",3,7,7,2,"2015-07-07","MQ",20398,3080,"ORD","IL",1520,1520,0,0,0,0,"1500-1559",16,1536,1742,4,1755,1746,0,0,-1,"1700-1759",0,"",0,95,86,66,413,2,0,0
"42362",3,7,8,3,"2015-07-08","MQ",20398,3080,"ORD","IL",1520,1548,28,28,1,1,"1500-1559",29,1617,1818,4,1755,1822,27,1,1,"1700-1759",0,"",0,95,94,61,413,2,0,0
"42363",3,7,9,4,"2015-07-09","MQ",20398,3080,"ORD","IL",1520,1514,-6,0,0,-1,"1500-1559",23,1537,1744,6,1755,1750,0,0,-1,"1700-1759",0,"",0,95,96,67,413,2,0,0
"42364",3,7,10,5,"2015-07-10","MQ",20398,3080,"ORD","IL",1520,1522,2,2,0,0,"1500-1559",17,1539,1740,3,1755,1743,0,0,-1,"1700-1759",0,"",0,95,81,61,413,2,0,0
"42365",3,7,11,6,"2015-07-11","MQ",20398,3080,"ORD","IL",1520,1532,12,12,0,0,"1500-1559",10,1542,1736,3,1755,1739,0,0,-2,"1700-1759",0,"",0,95,67,54,413,2,0,0
"42366",3,7,12,7,"2015-07-12","MQ",20398,3080,"ORD","IL",1520,1519,-1,0,0,-1,"1500-1559",12,1531,1731,6,1755,1737,0,0,-2,"1700-1759",0,"",0,95,78,60,413,2,0,0
"42367",3,7,13,1,"2015-07-13","MQ",20398,3080,"ORD","IL",1520,1537,17,17,1,1,"1500-1559",29,1606,1806,3,1755,1809,14,0,0,"1700-1759",0,"",0,95,92,60,413,2,0,0
"42368",3,7,14,2,"2015-07-14","MQ",20398,3080,"ORD","IL",1520,1520,0,0,0,0,"1500-1559",16,1536,1738,9,1755,1747,0,0,-1,"1700-1759",0,"",0,95,87,62,413,2,0,0
"42369",3,7,15,3,"2015-07-15","MQ",20398,3080,"ORD","IL",1520,1515,-5,0,0,-1,"1500-1559",16,1531,1729,6,1755,1735,0,0,-2,"1700-1759",0,"",0,95,80,58,413,2,0,0
"42370",3,7,16,4,"2015-07-16","MQ",20398,3080,"ORD","IL",1520,1518,-2,0,0,-1,"1500-1559",13,1531,1729,5,1755,1734,0,0,-2,"1700-1759",0,"",0,95,76,58,413,2,0,0
"42371",3,7,17,5,"2015-07-17","MQ",20398,3080,"ORD","IL",1520,1526,6,6,0,0,"1500-1559",29,1555,1756,4,1755,1800,5,0,0,"1700-1759",0,"",0,95,94,61,413,2,0,0
"42372",3,7,18,6,"2015-07-18","MQ",20398,3080,"ORD","IL",1520,1554,34,34,1,2,"1500-1559",92,1726,1933,4,1755,1937,102,1,6,"1700-1759",0,"",0,95,163,67,413,2,0,0
"42373",3,7,19,7,"2015-07-19","MQ",20398,3080,"ORD","IL",1520,1518,-2,0,0,-1,"1500-1559",14,1532,1730,5,1755,1735,0,0,-2,"1700-1759",0,"",0,95,77,58,413,2,0,0
"42374",3,7,20,1,"2015-07-20","MQ",20398,3080,"ORD","IL",1520,1518,-2,0,0,-1,"1500-1559",13,1531,1728,4,1755,1732,0,0,-2,"1700-1759",0,"",0,95,74,57,413,2,0,0
"42375",3,7,21,2,"2015-07-21","MQ",20398,3080,"ORD","IL",1520,1525,5,5,0,0,"1500-1559",14,1539,1734,4,1755,1738,0,0,-2,"1700-1759",0,"",0,95,73,55,413,2,0,0
"42376",3,7,22,3,"2015-07-22","MQ",20398,3080,"ORD","IL",1520,1517,-3,0,0,-1,"1500-1559",12,1529,1733,4,1755,1737,0,0,-2,"1700-1759",0,"",0,95,80,64,413,2,0,0
"42377",3,7,23,4,"2015-07-23","MQ",20398,3080,"ORD","IL",1520,1522,2,2,0,0,"1500-1559",13,1535,1732,5,1755,1737,0,0,-2,"1700-1759",0,"",0,95,75,57,413,2,0,0
"42378",3,7,24,5,"2015-07-24","MQ",20398,3080,"ORD","IL",1520,1547,27,27,1,1,"1500-1559",13,1600,1800,6,1755,1806,11,0,0,"1700-1759",0,"",0,95,79,60,413,2,0,0
"42379",3,7,25,6,"2015-07-25","MQ",20398,3080,"ORD","IL",1520,1519,-1,0,0,-1,"1500-1559",12,1531,1728,3,1755,1731,0,0,-2,"1700-1759",0,"",0,95,72,57,413,2,0,0
"42380",3,7,26,7,"2015-07-26","MQ",20398,3080,"ORD","IL",1520,1523,3,3,0,0,"1500-1559",15,1538,1737,4,1755,1741,0,0,-1,"1700-1759",0,"",0,95,78,59,413,2,0,0
"42381",3,7,27,1,"2015-07-27","MQ",20398,3080,"ORD","IL",1520,1522,2,2,0,0,"1500-1559",8,1530,1727,4,1755,1731,0,0,-2,"1700-1759",0,"",0,95,69,57,413,2,0,0
"42382",3,7,28,2,"2015-07-28","MQ",20398,3080,"ORD","IL",1520,NA,NA,NA,NA,NA,"1500-1559",NA,NA,NA,NA,1755,NA,NA,NA,NA,"1700-1759",1,"A",0,95,NA,NA,413,2,0,0
"42383",3,7,29,3,"2015-07-29","MQ",20398,3080,"ORD","IL",1520,1518,-2,0,0,-1,"1500-1559",15,1533,1734,4,1755,1738,0,0,-2,"1700-1759",0,"",0,95,80,61,413,2,0,0
"42384",3,7,30,4,"2015-07-30","MQ",20398,3080,"ORD","IL",1520,1555,35,35,1,2,"1500-1559",29,1624,1819,4,1755,1823,28,1,1,"1700-1759",0,"",0,95,88,55,413,2,0,0
"42385",3,7,31,5,"2015-07-31","MQ",20398,3080,"ORD","IL",1520,1520,0,0,0,0,"1500-1559",13,1533,1729,6,1755,1735,0,0,-2,"1700-1759",0,"",0,95,75,56,413,2,0,0
"42395",3,7,12,7,"2015-07-12","MQ",20398,3192,"LGA","NY",1245,NA,NA,NA,NA,NA,"1200-1259",NA,NA,NA,NA,1427,NA,NA,NA,NA,"1400-1459",1,"A",0,102,NA,NA,335,2,0,0
"42396",3,7,19,7,"2015-07-19","MQ",20398,3192,"LGA","NY",1245,NA,NA,NA,NA,NA,"1200-1259",NA,NA,NA,NA,1427,NA,NA,NA,NA,"1400-1459",1,"A",0,102,NA,NA,335,2,0,0
"42397",3,7,26,7,"2015-07-26","MQ",20398,3192,"LGA","NY",1245,1240,-5,0,0,-1,"1200-1259",19,1259,1355,9,1427,1404,0,0,-2,"1400-1459",0,"",0,102,84,56,335,2,0,0
"42401",3,7,1,3,"2015-07-01","MQ",20398,3504,"ORD","IL",845,843,-2,0,0,-1,"0800-0859",16,859,1101,6,1120,1107,0,0,-1,"1100-1159",0,"",0,95,84,62,413,2,1,1
"42402",3,7,2,4,"2015-07-02","MQ",20398,3504,"ORD","IL",845,851,6,6,0,0,"0800-0859",21,912,1115,6,1120,1121,1,0,0,"1100-1159",0,"",0,95,90,63,413,2,1,1
"42403",3,7,3,5,"2015-07-03","MQ",20398,3504,"ORD","IL",845,843,-2,0,0,-1,"0800-0859",25,908,1109,8,1120,1117,0,0,-1,"1100-1159",0,"",0,95,94,61,413,2,1,1
"42404",3,7,5,7,"2015-07-05","MQ",20398,3504,"ORD","IL",845,843,-2,0,0,-1,"0800-0859",24,907,1111,7,1120,1118,0,0,-1,"1100-1159",0,"",0,95,95,64,413,2,1,1
"42405",3,7,6,1,"2015-07-06","MQ",20398,3504,"ORD","IL",845,845,0,0,0,0,"0800-0859",14,859,1059,4,1117,1103,0,0,-1,"1100-1159",0,"",0,92,78,60,413,2,1,1
"42406",3,7,7,2,"2015-07-07","MQ",20398,3504,"ORD","IL",845,841,-4,0,0,-1,"0800-0859",16,857,1102,4,1117,1106,0,0,-1,"1100-1159",0,"",0,92,85,65,413,2,1,1
"42407",3,7,8,3,"2015-07-08","MQ",20398,3504,"ORD","IL",845,844,-1,0,0,-1,"0800-0859",15,859,1057,4,1117,1101,0,0,-2,"1100-1159",0,"",0,92,77,58,413,2,1,1
"42408",3,7,9,4,"2015-07-09","MQ",20398,3504,"ORD","IL",845,854,9,9,0,0,"0800-0859",27,921,1126,4,1117,1130,13,0,0,"1100-1159",0,"",0,92,96,65,413,2,1,1
"42409",3,7,10,5,"2015-07-10","MQ",20398,3504,"ORD","IL",845,844,-1,0,0,-1,"0800-0859",14,858,1059,4,1117,1103,0,0,-1,"1100-1159",0,"",0,92,79,61,413,2,1,1
"42410",3,7,12,7,"2015-07-12","MQ",20398,3504,"ORD","IL",845,840,-5,0,0,-1,"0800-0859",24,904,1101,4,1117,1105,0,0,-1,"1100-1159",0,"",0,92,85,57,413,2,1,1
"42411",3,7,13,1,"2015-07-13","MQ",20398,3504,"ORD","IL",845,NA,NA,NA,NA,NA,"0800-0859",NA,NA,NA,NA,1117,NA,NA,NA,NA,"1100-1159",1,"C",0,92,NA,NA,413,2,1,1
"42412",3,7,14,2,"2015-07-14","MQ",20398,3504,"ORD","IL",845,842,-3,0,0,-1,"0800-0859",20,902,1103,4,1117,1107,0,0,-1,"1100-1159",0,"",0,92,85,61,413,2,1,1
"42413",3,7,15,3,"2015-07-15","MQ",20398,3504,"ORD","IL",845,843,-2,0,0,-1,"0800-0859",23,906,1105,5,1117,1110,0,0,-1,"1100-1159",0,"",0,92,87,59,413,2,1,1
"42414",3,7,16,4,"2015-07-16","MQ",20398,3504,"ORD","IL",845,844,-1,0,0,-1,"0800-0859",21,905,1059,4,1117,1103,0,0,-1,"1100-1159",0,"",0,92,79,54,413,2,1,1
"42415",3,7,17,5,"2015-07-17","MQ",20398,3504,"ORD","IL",845,843,-2,0,0,-1,"0800-0859",28,911,1110,4,1117,1114,0,0,-1,"1100-1159",0,"",0,92,91,59,413,2,1,1
"42416",3,7,19,7,"2015-07-19","MQ",20398,3504,"ORD","IL",845,851,6,6,0,0,"0800-0859",16,907,1102,4,1117,1106,0,0,-1,"1100-1159",0,"",0,92,75,55,413,2,1,1
"42417",3,7,20,1,"2015-07-20","MQ",20398,3504,"ORD","IL",845,NA,NA,NA,NA,NA,"0800-0859",NA,NA,NA,NA,1117,NA,NA,NA,NA,"1100-1159",1,"A",0,92,NA,NA,413,2,1,1
"42418",3,7,21,2,"2015-07-21","MQ",20398,3504,"ORD","IL",845,842,-3,0,0,-1,"0800-0859",15,857,1057,5,1117,1102,0,0,-1,"1100-1159",0,"",0,92,80,60,413,2,1,1
"42419",3,7,22,3,"2015-07-22","MQ",20398,3504,"ORD","IL",845,923,38,38,1,2,"0800-0859",19,942,1140,4,1117,1144,27,1,1,"1100-1159",0,"",0,92,81,58,413,2,1,1
"42420",3,7,23,4,"2015-07-23","MQ",20398,3504,"ORD","IL",845,841,-4,0,0,-1,"0800-0859",16,857,1054,4,1117,1058,0,0,-2,"1100-1159",0,"",0,92,77,57,413,2,1,1
"42421",3,7,24,5,"2015-07-24","MQ",20398,3504,"ORD","IL",845,840,-5,0,0,-1,"0800-0859",29,909,1110,7,1117,1117,0,0,0,"1100-1159",0,"",0,92,97,61,413,2,1,1
"42422",3,7,26,7,"2015-07-26","MQ",20398,3504,"ORD","IL",845,842,-3,0,0,-1,"0800-0859",13,855,1051,6,1117,1057,0,0,-2,"1100-1159",0,"",0,92,75,56,413,2,1,1
"42423",3,7,27,1,"2015-07-27","MQ",20398,3504,"ORD","IL",845,842,-3,0,0,-1,"0800-0859",25,907,1107,7,1117,1114,0,0,-1,"1100-1159",0,"",0,92,92,60,413,2,1,1
"42424",3,7,28,2,"2015-07-28","MQ",20398,3504,"ORD","IL",845,855,10,10,0,0,"0800-0859",14,909,1107,4,1117,1111,0,0,-1,"1100-1159",0,"",0,92,76,58,413,2,1,1
"42425",3,7,29,3,"2015-07-29","MQ",20398,3504,"ORD","IL",845,857,12,12,0,0,"0800-0859",19,916,1116,8,1117,1124,7,0,0,"1100-1159",0,"",0,92,87,60,413,2,1,1
"42426",3,7,30,4,"2015-07-30","MQ",20398,3504,"ORD","IL",845,1003,78,78,1,5,"0800-0859",24,1027,1226,4,1117,1230,73,1,4,"1100-1159",0,"",0,92,87,59,413,2,1,1
"42427",3,7,31,5,"2015-07-31","MQ",20398,3504,"ORD","IL",845,851,6,6,0,0,"0800-0859",28,919,1116,5,1117,1121,4,0,0,"1100-1159",0,"",0,92,90,57,413,2,1,1
"42455",3,7,4,6,"2015-07-04","EV",20366,4641,"EWR","NJ",1049,1045,-4,0,0,-1,"1000-1059",11,1056,1151,5,1218,1156,0,0,-2,"1200-1259",0,"",0,89,71,55,319,2,1,0
"42456",3,7,6,1,"2015-07-06","EV",20366,5267,"MSP","MN",1932,1929,-3,0,0,-1,"1900-1959",22,1951,2236,5,2237,2241,4,0,0,"2200-2259",0,"",0,125,132,105,726,3,0,0
"42457",3,7,10,5,"2015-07-10","EV",20366,5267,"MSP","MN",1932,1932,0,0,0,0,"1900-1959",15,1947,2219,5,2237,2224,0,0,-1,"2200-2259",0,"",0,125,112,92,726,3,0,0
"42458",3,7,5,7,"2015-07-05","EV",20366,5267,"MSP","MN",1932,1930,-2,0,0,-1,"1900-1959",20,1950,2223,2,2237,2225,0,0,-1,"2200-2259",0,"",0,125,115,93,726,3,0,0
"42459",3,7,7,2,"2015-07-07","EV",20366,5267,"MSP","MN",1932,1929,-3,0,0,-1,"1900-1959",15,1944,2217,10,2237,2227,0,0,-1,"2200-2259",0,"",0,125,118,93,726,3,0,0
"42460",3,7,1,3,"2015-07-01","EV",20366,5267,"MSP","MN",1932,2018,46,46,1,3,"1900-1959",21,2039,2306,4,2237,2310,33,1,2,"2200-2259",0,"",0,125,112,87,726,3,0,0
"42461",3,7,13,1,"2015-07-13","EV",20366,5267,"MSP","MN",1932,1951,19,19,1,1,"1900-1959",21,2012,2244,3,2237,2247,10,0,0,"2200-2259",0,"",0,125,116,92,726,3,0,0
"42462",3,7,19,7,"2015-07-19","EV",20366,5267,"MSP","MN",1932,1927,-5,0,0,-1,"1900-1959",21,1948,2219,6,2237,2225,0,0,-1,"2200-2259",0,"",0,125,118,91,726,3,0,0
"42463",3,7,20,1,"2015-07-20","EV",20366,5267,"MSP","MN",1932,2004,32,32,1,2,"1900-1959",18,2022,2250,6,2237,2256,19,1,1,"2200-2259",0,"",0,125,112,88,726,3,0,0
"42464",3,7,8,3,"2015-07-08","EV",20366,5267,"MSP","MN",1932,1931,-1,0,0,-1,"1900-1959",18,1949,2218,6,2237,2224,0,0,-1,"2200-2259",0,"",0,125,113,89,726,3,0,0
"42465",3,7,9,4,"2015-07-09","EV",20366,5267,"MSP","MN",1932,1937,5,5,0,0,"1900-1959",19,1956,2231,7,2237,2238,1,0,0,"2200-2259",0,"",0,125,121,95,726,3,0,0
"42466",3,7,17,5,"2015-07-17","EV",20366,5267,"MSP","MN",1932,1932,0,0,0,0,"1900-1959",45,2017,2245,6,2237,2251,14,0,0,"2200-2259",0,"",0,125,139,88,726,3,0,0
"42467",3,7,2,4,"2015-07-02","EV",20366,5267,"MSP","MN",1932,1932,0,0,0,0,"1900-1959",19,1951,2224,6,2237,2230,0,0,-1,"2200-2259",0,"",0,125,118,93,726,3,0,0
"42468",3,7,21,2,"2015-07-21","EV",20366,5267,"MSP","MN",1932,1932,0,0,0,0,"1900-1959",12,1944,2212,5,2237,2217,0,0,-2,"2200-2259",0,"",0,125,105,88,726,3,0,0
"42469",3,7,26,7,"2015-07-26","EV",20366,5267,"MSP","MN",1932,1938,6,6,0,0,"1900-1959",21,1959,2230,7,2237,2237,0,0,0,"2200-2259",0,"",0,125,119,91,726,3,0,0
"42470",3,7,16,4,"2015-07-16","EV",20366,5267,"MSP","MN",1932,1929,-3,0,0,-1,"1900-1959",23,1952,2223,7,2237,2230,0,0,-1,"2200-2259",0,"",0,125,121,91,726,3,0,0
"42471",3,7,15,3,"2015-07-15","EV",20366,5267,"MSP","MN",1932,1929,-3,0,0,-1,"1900-1959",27,1956,2223,6,2237,2229,0,0,-1,"2200-2259",0,"",0,125,120,87,726,3,0,0
"42472",3,7,14,2,"2015-07-14","EV",20366,5267,"MSP","MN",1932,1929,-3,0,0,-1,"1900-1959",20,1949,2221,6,2237,2227,0,0,-1,"2200-2259",0,"",0,125,118,92,726,3,0,0
"42473",3,7,29,3,"2015-07-29","EV",20366,5267,"MSP","MN",1932,1928,-4,0,0,-1,"1900-1959",27,1955,2232,7,2237,2239,2,0,0,"2200-2259",0,"",0,125,131,97,726,3,0,0
"42474",3,7,27,1,"2015-07-27","EV",20366,5267,"MSP","MN",1932,2014,42,42,1,2,"1900-1959",18,2032,2300,6,2237,2306,29,1,1,"2200-2259",0,"",0,125,112,88,726,3,0,0
"42475",3,7,12,7,"2015-07-12","EV",20366,5267,"MSP","MN",1932,2057,85,85,1,5,"1900-1959",16,2113,2344,5,2237,2349,72,1,4,"2200-2259",0,"",0,125,112,91,726,3,0,0
"42476",3,7,28,2,"2015-07-28","EV",20366,5267,"MSP","MN",1932,2012,40,40,1,2,"1900-1959",21,2033,140,3,2237,143,NA,NA,NA,"2200-2259",0,"",1,125,NA,NA,726,3,0,0
"42477",3,7,24,5,"2015-07-24","EV",20366,5267,"MSP","MN",1932,1958,26,26,1,1,"1900-1959",14,2012,2239,8,2237,2247,10,0,0,"2200-2259",0,"",0,125,109,87,726,3,0,0
"42478",3,7,22,3,"2015-07-22","EV",20366,5267,"MSP","MN",1932,1929,-3,0,0,-1,"1900-1959",26,1955,2224,5,2237,2229,0,0,-1,"2200-2259",0,"",0,125,120,89,726,3,0,0
"42479",3,7,23,4,"2015-07-23","EV",20366,5267,"MSP","MN",1932,1943,11,11,0,0,"1900-1959",28,2011,2243,3,2237,2246,9,0,0,"2200-2259",0,"",0,125,123,92,726,3,0,0
"42480",3,7,31,5,"2015-07-31","EV",20366,5267,"MSP","MN",1932,1939,7,7,0,0,"1900-1959",15,1954,2219,6,2237,2225,0,0,-1,"2200-2259",0,"",0,125,106,85,726,3,0,0
"42481",3,7,30,4,"2015-07-30","EV",20366,5267,"MSP","MN",1932,1929,-3,0,0,-1,"1900-1959",16,1945,2218,28,2237,2246,9,0,0,"2200-2259",0,"",0,125,137,93,726,3,0,0
"42483",3,7,1,3,"2015-07-01","OO",20304,6213,"ORD","IL",1100,1126,26,26,1,1,"1100-1159",9,1135,1336,6,1331,1342,11,0,0,"1300-1359",0,"",0,91,76,61,413,2,1,0
"42499",3,7,18,6,"2015-07-18","OO",20304,5526,"ORD","IL",1105,1200,55,55,1,3,"1100-1159",16,1216,1425,5,1337,1430,53,1,3,"1300-1359",0,"",0,92,90,69,413,2,1,0
"42502",3,7,4,6,"2015-07-04","OO",20304,4968,"IAH","TX",1015,1012,-3,0,0,-1,"1000-1059",18,1030,1358,13,1409,1411,2,0,0,"1400-1459",0,"",0,174,179,148,1117,5,1,0
"42503",3,7,25,6,"2015-07-25","OO",20304,4973,"ORD","IL",1040,1035,-5,0,0,-1,"1000-1059",14,1049,1246,5,1312,1251,0,0,-2,"1300-1359",0,"",0,92,76,57,413,2,1,0
"42504",3,7,3,5,"2015-07-03","OO",20304,4975,"ORD","IL",722,720,-2,0,0,-1,"0700-0759",14,734,936,6,954,942,0,0,-1,"0900-0959",0,"",0,92,82,62,413,2,1,1
"42505",3,7,20,1,"2015-07-20","OO",20304,4987,"ORD","IL",1550,1606,16,16,1,1,"1500-1559",24,1630,1827,7,1822,1834,12,0,0,"1800-1859",0,"",0,92,88,57,413,2,0,0
"42506",3,7,2,4,"2015-07-02","OO",20304,4987,"ORD","IL",1608,1620,12,12,0,0,"1600-1659",21,1641,1840,4,1840,1844,4,0,0,"1800-1859",0,"",0,92,84,59,413,2,0,0
"42507",3,7,21,2,"2015-07-21","OO",20304,4987,"ORD","IL",1608,1611,3,3,0,0,"1600-1659",18,1629,1826,4,1840,1830,0,0,-1,"1800-1859",0,"",0,92,79,57,413,2,0,0
"42508",3,7,6,1,"2015-07-06","OO",20304,4987,"ORD","IL",1550,1552,2,2,0,0,"1500-1559",60,1652,1858,5,1822,1903,41,1,2,"1800-1859",0,"",0,92,131,66,413,2,0,0
"42509",3,7,18,6,"2015-07-18","OO",20304,4987,"ORD","IL",1415,1612,117,117,1,7,"1400-1459",NA,NA,NA,NA,1644,NA,NA,NA,NA,"1600-1659",1,"B",0,89,NA,NA,413,2,0,0
"42510",3,7,30,4,"2015-07-30","OO",20304,4987,"ORD","IL",1550,1549,-1,0,0,-1,"1500-1559",16,1605,1804,5,1822,1809,0,0,-1,"1800-1859",0,"",0,92,80,59,413,2,0,0
"42511",3,7,14,2,"2015-07-14","OO",20304,4987,"ORD","IL",1608,1706,58,58,1,3,"1600-1659",15,1721,1924,5,1840,1929,49,1,3,"1800-1859",0,"",0,92,83,63,413,2,0,0
"42512",3,7,17,5,"2015-07-17","OO",20304,4987,"ORD","IL",1550,1604,14,14,0,0,"1500-1559",26,1630,1834,7,1822,1841,19,1,1,"1800-1859",0,"",0,92,97,64,413,2,0,0
"42513",3,7,24,5,"2015-07-24","OO",20304,4987,"ORD","IL",1550,1547,-3,0,0,-1,"1500-1559",19,1606,1805,6,1822,1811,0,0,-1,"1800-1859",0,"",0,92,84,59,413,2,0,0
"42514",3,7,27,1,"2015-07-27","OO",20304,4987,"ORD","IL",1550,1548,-2,0,0,-1,"1500-1559",27,1615,1820,5,1822,1825,3,0,0,"1800-1859",0,"",0,92,97,65,413,2,0,0
"42515",3,7,31,5,"2015-07-31","OO",20304,4987,"ORD","IL",1550,1634,44,44,1,2,"1500-1559",22,1656,1851,5,1822,1856,34,1,2,"1800-1859",0,"",0,92,82,55,413,2,0,0
"42516",3,7,16,4,"2015-07-16","OO",20304,4987,"ORD","IL",1550,1552,2,2,0,0,"1500-1559",17,1609,1811,4,1822,1815,0,0,-1,"1800-1859",0,"",0,92,83,62,413,2,0,0
"42517",3,7,11,6,"2015-07-11","OO",20304,4987,"ORD","IL",1415,1415,0,0,0,0,"1400-1459",25,1440,1638,5,1644,1643,0,0,-1,"1600-1659",0,"",0,89,88,58,413,2,0,0
"42518",3,7,15,3,"2015-07-15","OO",20304,4987,"ORD","IL",1600,1559,-1,0,0,-1,"1600-1659",30,1629,1832,6,1832,1838,6,0,0,"1800-1859",0,"",0,92,99,63,413,2,0,0
"42519",3,7,23,4,"2015-07-23","OO",20304,4987,"ORD","IL",1550,1547,-3,0,0,-1,"1500-1559",22,1609,1810,4,1822,1814,0,0,-1,"1800-1859",0,"",0,92,87,61,413,2,0,0
"42520",3,7,12,7,"2015-07-12","OO",20304,4987,"ORD","IL",1627,1629,2,2,0,0,"1600-1659",18,1647,1850,8,1859,1858,0,0,-1,"1800-1859",0,"",0,92,89,63,413,2,0,0
"42521",3,7,19,7,"2015-07-19","OO",20304,4987,"ORD","IL",1625,1658,33,33,1,2,"1600-1659",20,1718,1920,16,1857,1936,39,1,2,"1800-1859",0,"",0,92,98,62,413,2,0,0
"42522",3,7,13,1,"2015-07-13","OO",20304,4987,"ORD","IL",1550,1614,24,24,1,1,"1500-1559",18,1632,1834,9,1822,1843,21,1,1,"1800-1859",0,"",0,92,89,62,413,2,0,0
"42523",3,7,25,6,"2015-07-25","OO",20304,4987,"ORD","IL",1415,1415,0,0,0,0,"1400-1459",50,1505,1704,5,1644,1709,25,1,1,"1600-1659",0,"",0,89,114,59,413,2,0,0
"42524",3,7,28,2,"2015-07-28","OO",20304,4987,"ORD","IL",1608,1608,0,0,0,0,"1600-1659",27,1635,1833,9,1840,1842,2,0,0,"1800-1859",0,"",0,92,94,58,413,2,0,0
"42525",3,7,26,7,"2015-07-26","OO",20304,4987,"ORD","IL",1625,1624,-1,0,0,-1,"1600-1659",17,1641,1843,5,1857,1848,0,0,-1,"1800-1859",0,"",0,92,84,62,413,2,0,0
"42526",3,7,10,5,"2015-07-10","OO",20304,4987,"ORD","IL",1550,1550,0,0,0,0,"1500-1559",53,1643,1842,5,1822,1847,25,1,1,"1800-1859",0,"",0,92,117,59,413,2,0,0
"42527",3,7,4,6,"2015-07-04","OO",20304,4987,"ORD","IL",1415,1448,33,33,1,2,"1400-1459",15,1503,1701,5,1644,1706,22,1,1,"1600-1659",0,"",0,89,78,58,413,2,0,0
"42528",3,7,7,2,"2015-07-07","OO",20304,4987,"ORD","IL",1608,1635,27,27,1,1,"1600-1659",24,1659,1856,5,1840,1901,21,1,1,"1800-1859",0,"",0,92,86,57,413,2,0,0
"42529",3,7,9,4,"2015-07-09","OO",20304,4987,"ORD","IL",1550,1552,2,2,0,0,"1500-1559",15,1607,1809,9,1822,1818,0,0,-1,"1800-1859",0,"",0,92,86,62,413,2,0,0
"42579",3,7,10,5,"2015-07-10","OO",20304,5627,"ORD","IL",2124,2138,14,14,0,0,"2100-2159",47,2225,26,6,2354,32,38,1,2,"2300-2359",0,"",0,90,114,61,413,2,0,0
"42580",3,7,8,3,"2015-07-08","OO",20304,5627,"ORD","IL",2114,2202,48,48,1,3,"2100-2159",18,2220,19,5,2344,24,40,1,2,"2300-2359",0,"",0,90,82,59,413,2,0,0
"42581",3,7,29,3,"2015-07-29","OO",20304,5627,"ORD","IL",2114,2136,22,22,1,1,"2100-2159",15,2151,2349,4,2344,2353,9,0,0,"2300-2359",0,"",0,90,77,58,413,2,0,0
"42582",3,7,22,3,"2015-07-22","OO",20304,5627,"ORD","IL",2114,2157,43,43,1,2,"2100-2159",11,2208,3,5,2344,8,24,1,1,"2300-2359",0,"",0,90,71,55,413,2,0,0
"42583",3,7,17,5,"2015-07-17","OO",20304,5627,"ORD","IL",2124,2137,13,13,0,0,"2100-2159",26,2203,3,5,2354,8,14,0,0,"2300-2359",0,"",0,90,91,60,413,2,0,0
"42584",3,7,31,5,"2015-07-31","OO",20304,5627,"ORD","IL",2124,2119,-5,0,0,-1,"2100-2159",17,2136,2339,5,2354,2344,0,0,-1,"2300-2359",0,"",0,90,85,63,413,2,0,0
"42585",3,7,9,4,"2015-07-09","OO",20304,5627,"ORD","IL",2110,2106,-4,0,0,-1,"2100-2159",27,2133,2332,7,2340,2339,0,0,-1,"2300-2359",0,"",0,90,93,59,413,2,0,0
"42586",3,7,24,5,"2015-07-24","OO",20304,5627,"ORD","IL",2124,2115,-9,0,0,-1,"2100-2159",19,2134,2332,4,2354,2336,0,0,-2,"2300-2359",0,"",0,90,81,58,413,2,0,0
"42587",3,7,15,3,"2015-07-15","OO",20304,5627,"ORD","IL",2114,2112,-2,0,0,-1,"2100-2159",20,2132,2331,5,2344,2336,0,0,-1,"2300-2359",0,"",0,90,84,59,413,2,0,0
"42588",3,7,13,1,"2015-07-13","OO",20304,5627,"ORD","IL",2110,2226,76,76,1,5,"2100-2159",20,2246,46,4,2340,50,70,1,4,"2300-2359",0,"",0,90,84,60,413,2,0,0
